"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","TIPI_Extra_PCG_W2","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Open_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
2041000,8,45,40,99,5.5,1.5,3.5,5.5,7,3,3,3,0,0,0,1,15,24,2,6,5,4,6.5,1.5,3.5,3,3,4,0,0,0,1,-1.38892582934141,-1.45261195904673
2043000,10,90,65,124,6.5,4,3.5,2.5,3,4,5,4,0,0,0,1,20,37,3,10,6,5.5,5,6,5.5,4,6,3,0,0,0,1,-0.0519918759646515,-1.31026469536334
2045000,10,60,70,135,3.5,3.5,6,7,6.5,5,4,5,0,0,0,1,40,23,1,10,3.5,6.5,5.5,5.5,6.5,5,4,3,0,0,0,1,-0.0519918759646515,-0.740875640629782
2047000,9,75,40,131,2,4.5,1,5,0.5,2,2,2,0,0,0,1,102,17,4,6,3.5,6.5,3,4,4,2,1,4,0,0,0,1,-0.72045885265303,1.02423042904425
2048000,11,60,80,140,7,7,5.5,1.5,1,4,4,2,0,0,0,1,91,22,4,8,5,6.5,6,6.5,6.5,4,3,3,0,0,0,1,0.616475100723727,0.71106644894079
2051000,11,70,65,114,1,7,1.5,7,3.5,6,4,4,0,0,1,1,91,28,3,10,6,5.5,6,5.5,5.5,6,4,5,0,0,1,1,0.616475100723727,0.71106644894079
2052000,11,75,80,145,7,7,4,5,5,5,3,3,0,1,1,1,100,22,2,6,6.5,6.5,4,4.5,5.5,5,3,2,0,1,1,1,0.616475100723727,0.967291523570891
2053000,11,80,60,124,1.5,7,7,7,7,6,5,5,0,1,1,1,90,19,2,6,4.5,7,7,4.5,7,5,5,5,0,1,1,1,0.616475100723727,0.682596996204112
2060000,10,60,45,140,3,7,4.5,1,3,3,6,5,0,0,1,1,91,16,3,8,6.5,7,7,7,7,3,6,5,0,0,1,1,-0.0519918759646515,0.71106644894079
2068000,9,85,75,117,3.5,3.5,3,3.5,5.5,3,3,4,0,0,1,1,46,34,3,6,6,7,4,6.5,4,3,3,3,0,0,1,1,-0.72045885265303,-0.570058924209715
2069000,12,75,80,145,1,3,1,7,6,5,6,5,0,0,0,1,105,20,4,11,4,5.5,4.5,7,6,5,6,4,0,1,1,1,1.28494207741211,1.10963878725428
2072000,12,90,65,129,7,6.5,1.5,3.5,6.5,3,6,3,0,0,1,1,90,24,4,13,6,5,4,5.5,5,3,6,4,0,0,1,1,1.28494207741211,0.682596996204112
2074000,10,95,60,129,4,5,2.5,3.5,3,5,5,5,0,0,1,1,90,25,4,16,4.5,5,4,6.5,6,5,5,5,0,0,1,1,-0.0519918759646515,0.682596996204112
2075000,11,65,75,124,5.5,7,6.5,3.5,4.5,5,5,1,0,0,1,1,95,31,3,9,4.5,4,5.5,4,5.5,5,5,1,0,0,1,1,0.616475100723727,0.824944259887501
2079000,6,80,70,107,1,3.5,0.5,7,5.5,3,3,4,0,0,1,1,50,29,4,14,2,5.5,4.5,6,3.5,5,3,5,0,0,1,1,-2.72585978271817,-0.456181113263003
2081000,7,70,60,117,2.5,3.5,2,3.5,4,3,5,1,0,0,1,1,15,27,3,8,5,5,3.5,6.5,5,3,5,1,0,0,1,1,-2.05739280602979,-1.45261195904673
2082000,10,75,40,135,2.5,6,4,3,4.5,5,5,4,0,0,1,1,20,27,2,11,4.5,5.5,4,4.5,6,5,5,4,0,0,1,1,-0.0519918759646515,-1.31026469536334
2089000,11,90,90,124,3.5,6,3,3,2,2,3,4,0,0,1,1,50,16,4,16,4,6.5,4.5,6,4,2,3,5,0,0,1,1,0.616475100723727,-0.456181113263003
2090000,12,55,75,114,1.5,5,3.5,2,1.5,5,6,5,0,0,0,1,105,19,4,10,3,5.5,6.5,6.5,3.5,5,3,5,0,0,0,1,1.28494207741211,1.10963878725428
2092000,9,90,65,99,4,3.5,7,5,4,2,2,1,0,0,0,1,28,27,3,12,3,6,7,6,6,2,2,1,0,0,0,1,-0.72045885265303,-1.08250907346992
2093000,11,85,65,117,3.5,3.5,1.5,2,4,3,2,4,0,0,0,1,40,18,4,10,4.5,5.5,4,3.5,6,3,2,3,0,0,1,1,0.616475100723727,-0.740875640629782
2099000,11,90,60,124,5,7,5.5,6,6.5,5,6,5,0,1,0,1,115,21,4,12,6.5,7,7,4.5,5.5,5,5,5,0,1,0,1,0.616475100723727,1.39433331462106
2104000,8,95,50,99,1,6.5,1.5,1.5,3,4,3,4,0,1,0,1,25,37,0,14,4,7,4.5,4,6.5,4,6,5,0,1,1,1,-1.38892582934141,-1.16791743167995
2107000,7,55,55,124,3.5,6.5,1.5,4,1.5,5,5,5,0,1,0,1,37,33,1,7,7,6.5,7,6.5,7,4,5,5,0,1,0,1,-2.05739280602979,-0.826283998839816
2109000,10,95,55,103,2.5,3.5,6.5,4.5,2,6,6,5,0,1,0,1,46,20,2,12,3.5,1.5,5,3,5,6,5,2,0,1,0,1,-0.0519918759646515,-0.570058924209715
2110000,11,85,50,140,3.5,3.5,4,3,2.5,5,5,4,0,0,0,1,100,24,3,12,7,7,5,7,7,5,5,5,0,0,0,1,0.616475100723727,0.967291523570891
2116000,10,80,90,114,4,7,7,5,5.5,5,4,5,0,1,0,1,90,24,2,9,3.5,7,7,6.5,6,5,4,5,0,1,0,1,-0.0519918759646515,0.682596996204112
2125000,9,70,85,107,1.5,7,5.5,7,5.5,5,3,4,0,0,0,1,25,32,1,7,2.5,5.5,3,4,5,5,3,2,0,0,0,1,-0.72045885265303,-1.16791743167995
2127000,11,85,60,124,3,2,1.5,3,3,6,6,5,0,1,0,1,91,19,3,10,5,4,2.5,5,6,6,5,4,0,1,0,1,0.616475100723727,0.71106644894079
2129000,9,55,55,110,1,3.5,2.5,1,2.5,6,6,5,0,0,0,1,28,21,1,10,5.5,6.5,4.5,4,5.5,5,3,3,0,0,0,1,-0.72045885265303,-1.08250907346992
2130000,11,80,85,135,4,2.5,2,4,3.5,3,4,3,0,0,0,1,91,33,4,14,2.5,4,5.5,5,2.5,3,6,4,0,0,0,1,0.616475100723727,0.71106644894079
2137000,11,65,45,124,1.5,3,3,3,2,5,5,5,0,0,0,1,45,29,3,9,3,6.5,5,5.5,4.5,5,4,5,0,0,0,1,0.616475100723727,-0.598528376946393
2142000,9,75,55,114,7,6.5,5.5,7,7,3,4,2,0,0,0,1,28,21,3,9,7,5.5,6.5,6.5,7,3,5,2,0,0,0,1,-0.72045885265303,-1.08250907346992
2155000,10,60,65,117,5.5,5.5,7,3.5,3,5,6,3,0,0,0,1,81,31,4,13,5,6.5,6.5,5.5,3.5,5,6,4,0,0,0,1,-0.0519918759646515,0.426371921574011
2156000,11,80,100,129,1.5,3.5,7,3,0.5,4,4,4,0,0,0,1,113,20,4,13,6.5,6,7,7,6.5,4,4,5,0,0,0,1,0.616475100723727,1.3373944091477
2164000,12,100,70,129,3.5,6,7,1.5,3.5,6,6,5,0,0,0,1,110,17,4,14,4,6,6.5,3,5.5,5,6,5,0,0,0,1,1.28494207741211,1.25198605093767
2169000,9,45,45,110,2.5,4,4.5,5.5,1,5,3,4,0,0,1,1,40,22,4,6,3,6,3.5,4,3.5,5,3,4,0,0,1,1,-0.72045885265303,-0.740875640629782
2175000,11,25,50,107,5.5,5.5,3.5,5,7,6,6,4,0,0,1,1,80,29,4,6,5.5,6,5.5,4.5,6,6,5,3,0,0,1,1,0.616475100723727,0.397902468837333
2179000,10,85,60,121,4,6.5,2.5,5,7,4,4,5,0,0,1,1,85,28,4,7,5.5,5,6,5,6.5,5,4,5,0,0,1,1,-0.0519918759646515,0.540249732520723
2186000,11,65,45,110,4,1.5,4,5,5,4,3,5,0,0,1,1,113,27,4,10,4,4.5,3,6,5,4,3,5,0,0,1,1,0.616475100723727,1.3373944091477
2187000,8,70,25,99,2,5,5,1.5,7,5,3,2,0,0,1,1,15,27,3,10,5.5,6,2,5.5,5.5,6,3,3,0,0,1,1,-1.38892582934141,-1.45261195904673
2191000,10,65,45,95,1.5,3,3,3,3,3,3,4,0,0,1,1,80,15,2,6,4.5,5,4.5,6,4.5,4,3,4,0,0,1,1,-0.0519918759646515,0.397902468837333
2196000,10,70,40,117,5.5,1.5,6.5,6.5,6,5,5,5,0,0,1,1,91,26,3,7,4,4.5,4,7,3,5,5,5,0,1,1,1,-0.0519918759646515,0.71106644894079
2198000,11,80,90,107,1,3.5,4,7,6.5,4,6,1,0,0,1,1,90,27,3,14,6.5,7,5.5,7,6,4,6,4,0,0,1,1,0.616475100723727,0.682596996204112
2200000,11,65,65,114,1,7,7,6,4.5,3,5,5,0,1,0,1,91,21,3,10,2,7,6,7,3,3,5,5,0,1,0,1,0.616475100723727,0.71106644894079
2201000,10,85,80,117,0.5,7,5,7,3.5,4,5,5,0,1,0,1,91,22,4,10,5,7,3.5,7,6,4,5,5,0,1,0,1,-0.0519918759646515,0.71106644894079
2204000,12,85,80,129,4,3.5,7,1.5,6.5,3,5,5,0,0,1,1,115,23,4,16,5,6.5,6,6.5,7,3,5,5,0,0,1,1,1.28494207741211,1.39433331462106
2208000,7,65,25,95,2,2.5,5.5,4,4,3,1,1,0,0,1,1,37,27,0,5,4,6,3,4,4.5,3,4,3,0,0,1,1,-2.05739280602979,-0.826283998839816
2210000,10,55,80,121,6.5,4.5,3,3.5,4,3,6,5,0,0,1,1,28,29,3,9,3.5,6,3,5.5,4.5,3,6,4,0,0,1,1,-0.0519918759646515,-1.08250907346992
2213000,11,40,40,103,6.5,7,3.5,6.5,4.5,5,5,4,0,1,0,1,28,20,2,4,7,7,6,6,6.5,5,5,5,0,1,0,1,0.616475100723727,-1.08250907346992
2219000,6,15,15,131,6.5,7,4.5,7,6.5,3,5,5,0,0,1,1,0,21,3,2,5,7,7,7,7,3,5,5,0,0,1,1,-2.72585978271817,-1.8796537500969
2223000,12,65,65,103,1.5,3,5.5,2.5,1.5,3,5,5,0,1,0,1,110,19,4,10,5.5,5.5,5,5.5,5.5,3,5,5,0,1,0,1,1.28494207741211,1.25198605093767
2232000,8,65,25,95,3,5,1,5,2.5,3,6,4,0,0,0,1,37,18,0,9,4,5.5,4,4.5,4.5,3,6,3,0,0,0,1,-1.38892582934141,-0.826283998839816
2242000,11,80,60,121,5,2.5,1,5.5,2.5,4,6,5,0,1,0,1,105,27,3,10,5.5,7,6,6.5,5,4,6,4,0,1,0,1,0.616475100723727,1.10963878725428
2243000,12,100,75,124,3.5,1.5,3,7,7,6,6,5,0,1,0,1,115,30,2,15,7,6.5,6.5,7,6.5,5,6,5,0,1,0,1,1.28494207741211,1.39433331462106
2245000,7,50,45,124,3.5,1.5,0.5,3.5,3.5,4,4,2,0,0,0,1,15,17,3,7,6,7,4.5,4,5,3,3,2,1,0,1,1,-2.05739280602979,-1.45261195904673
2248000,12,95,90,121,1.5,6,6,3,4.5,5,5,5,0,0,0,1,110,29,3,16,3,5.5,5.5,6.5,4.5,5,5,5,0,0,0,1,1.28494207741211,1.25198605093767
2252000,8,20,20,99,3,5.5,3.5,5,1,2,2,4,0,0,0,1,28,26,2,6,6.5,4.5,5.5,5.5,4,2,2,3,0,0,0,1,-1.38892582934141,-1.08250907346992
2253000,11,80,45,140,7,7,4.5,7,6.5,6,4,5,0,1,0,1,102,18,4,8,6,6,6,6.5,5.5,6,4,5,0,1,0,1,0.616475100723727,1.02423042904425
2254000,11,80,65,140,7,1.5,5,7,7,6,6,5,0,0,1,1,125,20,4,13,7,5.5,4.5,6.5,5,6,6,5,0,0,1,1,0.616475100723727,1.67902784198784
2255000,12,85,90,117,2.5,3.5,3.5,4,6,3,6,4,0,1,0,1,115,22,3,14,5,6.5,6.5,6.5,6.5,2,5,4,0,1,0,1,1.28494207741211,1.39433331462106
2256000,11,90,70,124,1,7,4.5,7,6,4,5,5,0,1,1,1,95,20,4,12,7,7,5,7,6.5,4,5,4,0,1,1,1,0.616475100723727,0.824944259887501
2259000,11,75,65,121,3,3.5,5,6,5,5,5,1,0,0,0,1,110,25,3,12,5.5,4.5,3,7,4.5,2,5,2,0,0,0,1,0.616475100723727,1.25198605093767
2260000,10,55,70,124,6.5,7,4,3,3,4,4,5,0,0,0,1,45,29,4,10,6,6,5.5,5,6.5,3,4,5,0,0,0,1,-0.0519918759646515,-0.598528376946393
2262000,12,70,100,117,2.5,7,6.5,6.5,3,6,6,5,0,1,0,1,115,23,4,11,5,7,6,7,6.5,6,5,5,0,1,0,1,1.28494207741211,1.39433331462106
2263000,11,85,60,95,7,7,7,7,7,3,5,4,0,1,0,1,110,18,3,14,3.5,6.5,6,4.5,5.5,5,3,4,0,1,0,1,0.616475100723727,1.25198605093767
2265000,11,95,75,145,2,3.5,7,5,2,3,4,4,0,1,0,1,113,24,4,12,1.5,6.5,7,7,6,3,4,5,0,1,0,1,0.616475100723727,1.3373944091477
2273000,8,45,20,89,3,7,4.5,1.5,6.5,3,3,1,0,0,0,1,25,17,2,6,5.5,7,7,5,6.5,3,1,2,0,0,0,1,-1.38892582934141,-1.16791743167995
2275000,12,80,70,121,2,3,0.5,3,4.5,5,6,5,0,1,0,1,125,21,4,10,6.5,6,4,6.5,5.5,5,5,5,0,1,0,1,1.28494207741211,1.67902784198784
2289000,11,95,90,121,2,4.5,1.5,2,7,5,5,2,0,0,1,1,102,30,3,14,4,5.5,2.5,4.5,4.5,4,4,3,0,0,1,1,0.616475100723727,1.02423042904425
2299000,9,70,40,114,4,7,1.5,3,3.5,6,4,3,1,0,1,1,25,22,4,10,6,6.5,5.5,7,4,6,3,4,1,0,1,1,-0.72045885265303,-1.16791743167995
2305000,8,55,40,140,7,7,7,7,7,5,4,5,1,0,1,1,45,18,2,4,7,6.5,6.5,7,7,5,4,3,1,0,1,1,-1.38892582934141,-0.598528376946393
2307000,12,90,85,161,7,7,7,7,7,4,3,2,0,0,0,1,125,29,4,12,6.5,7,7,7,7,4,3,2,0,0,0,1,1.28494207741211,1.67902784198784
2314000,10,80,75,92,1.5,6,5,1.5,6.5,4,2,1,0,0,1,1,20,39,4,11,5,4,3.5,4,4,4,2,1,1,0,1,1,-0.0519918759646515,-1.31026469536334
2321000,9,70,55,117,6,3.5,4.5,3,3.5,5,4,2,0,0,1,1,35,31,4,8,5.5,7,6.5,7,7,3,3,2,0,0,1,1,-0.72045885265303,-0.883222904313172
2322000,10,45,60,129,3.5,3.5,2,3.5,3.5,3,2,1,0,0,1,1,35,28,4,14,7,7,3,7,6.5,3,2,3,0,0,1,1,-0.0519918759646515,-0.883222904313172
2333000,9,75,50,99,4,2.5,6,1.5,4.5,4,4,4,0,0,1,1,37,12,1,6,3.5,6,5,6,4.5,4,4,5,0,0,1,1,-0.72045885265303,-0.826283998839816
2343000,8,50,45,103,3.5,2.5,6,0.5,0.5,3,3,2,0,0,1,1,25,25,2,6,6,6,4,2.5,6.5,3,3,4,0,0,1,1,-1.38892582934141,-1.16791743167995
2345000,9,85,65,117,7,7,7,7,7,3,3,3,0,0,1,1,46,18,2,10,5,6,6,6,6,3,2,3,0,0,1,1,-0.72045885265303,-0.570058924209715
2352000,6,35,20,95,3.5,4.5,2.5,1.5,1,3,2,3,0,0,1,1,15,27,1,5,4,6.5,4,4.5,3.5,3,2,2,0,0,1,1,-2.72585978271817,-1.45261195904673
2358000,11,90,55,131,4.5,3,2.5,4,4.5,5,5,5,0,0,0,1,115,23,4,12,4,3,4.5,3.5,7,5,5,4,0,0,0,1,0.616475100723727,1.39433331462106
2378000,11,70,60,121,5,5,6.5,2.5,7,4,6,4,0,0,0,1,71,24,3,16,2,6.5,3.5,3,5.5,4,6,5,0,0,0,1,0.616475100723727,0.141677394207232
2379000,10,80,50,121,4,7,7,7,2,5,5,5,0,0,0,1,91,27,2,15,3.5,7,7,7,5.5,5,5,5,0,0,0,1,-0.0519918759646515,0.71106644894079
2380000,12,75,95,131,6,4,7,7,3.5,5,6,5,0,0,0,1,125,22,4,10,3,6.5,7,7,4.5,4,6,5,0,0,0,1,1.28494207741211,1.67902784198784
2386000,12,100,85,161,3,2.5,2,3,1.5,5,6,5,0,1,1,1,125,28,4,16,6,4,4.5,6.5,6,5,6,4,0,1,1,1,1.28494207741211,1.67902784198784
2392000,12,100,70,124,6.5,7,7,1,6.5,5,6,5,0,1,1,1,125,33,4,16,4,7,7,5,7,5,6,4,0,1,1,1,1.28494207741211,1.67902784198784
2394000,10,70,85,117,3.5,7,7,7,6.5,4,5,3,0,0,0,1,95,33,3,7,2,7,7,7,6.5,4,5,4,0,0,0,1,-0.0519918759646515,0.824944259887501
2404000,10,75,80,124,7,7,7,7,7,4,3,4,0,0,1,1,28,17,4,10,7,6,6.5,6,6,4,3,3,0,0,1,1,-0.0519918759646515,-1.08250907346992
2407000,6,70,25,89,4,7,5,2,5,4,5,5,0,0,1,1,15,18,2,7,4,7,5,7,4.5,3,5,5,0,0,1,1,-2.72585978271817,-1.45261195904673
2409000,11,70,75,121,3.5,6.5,4.5,4.5,2.5,6,6,5,0,0,1,1,95,17,2,12,6,5.5,6,6,6.5,6,6,5,0,0,1,1,0.616475100723727,0.824944259887501
2411000,10,65,40,129,2,4,4,3,3.5,4,3,3,0,0,1,1,50,17,3,11,6.5,3.5,3,5,4.5,4,3,5,0,0,1,1,-0.0519918759646515,-0.456181113263003
2418000,8,30,25,121,4,1.5,2,4,5,5,4,5,0,0,1,1,37,31,2,4,4,5.5,3.5,4.5,4.5,5,4,5,0,0,1,1,-1.38892582934141,-0.826283998839816
2421000,10,90,80,135,7,1,3,5,3.5,6,3,2,0,0,1,1,110,23,4,6,6.5,4,3.5,4,6.5,6,3,3,0,0,1,1,-0.0519918759646515,1.25198605093767
2449000,11,85,40,121,2,3.5,7,7,7,3,3,3,0,0,1,1,35,17,2,16,4,6.5,6,6.5,5.5,3,3,3,0,0,1,1,0.616475100723727,-0.883222904313172
2452000,11,80,70,135,3.5,3.5,2.5,3.5,3.5,3,4,3,0,0,0,1,105,24,4,12,3.5,7,4.5,7,5.5,3,4,2,0,0,0,1,0.616475100723727,1.10963878725428
2461000,11,50,90,114,5,4.5,7,3.5,7,2,4,1,0,0,1,1,100,19,4,7,6,7,6,6.5,7,2,4,2,0,0,1,1,0.616475100723727,0.967291523570891
2463000,9,85,100,140,7,4.5,5,7,7,6,6,5,0,0,1,1,50,26,4,14,7,6.5,4.5,4,6,6,6,5,0,0,1,1,-0.72045885265303,-0.456181113263003
2471000,9,40,40,47,3,7,1,3.5,2,4,5,2,0,0,0,1,28,14,0,2,4.5,7,5,6.5,5,4,5,5,0,0,0,1,-0.72045885265303,-1.08250907346992
2473000,12,95,90,154,7,7,5,7,6,4,4,4,0,0,0,1,105,20,4,14,5,6.5,5,7,7,4,3,3,0,0,0,1,1.28494207741211,1.10963878725428
2480000,11,100,85,129,6.5,5,1.5,1.5,6,6,6,5,0,0,0,1,40,35,4,13,7,6.5,5,6.5,7,6,6,5,0,0,0,1,0.616475100723727,-0.740875640629782
2484000,10,65,80,114,1.5,4.5,1.5,5,5.5,6,6,5,0,0,1,1,46,32,3,9,5.5,4.5,4,5.5,3.5,6,6,5,0,0,1,1,-0.0519918759646515,-0.570058924209715
2488000,12,100,95,140,0.5,7,7,7,3.5,4,5,5,0,0,0,1,102,36,2,15,7,7,7,6.5,7,4,5,5,0,0,0,1,1.28494207741211,1.02423042904425
2500000,11,75,55,154,3,3.5,5,7,7,4,3,3,0,0,0,1,102,14,4,13,4,6,5.5,7,4.5,4,3,3,0,0,0,1,0.616475100723727,1.02423042904425
2507000,10,60,60,103,7,7,7,7,7,5,3,3,0,0,1,1,40,22,4,10,7,6.5,6,6,6.5,5,3,4,0,0,1,1,-0.0519918759646515,-0.740875640629782
2510000,12,100,100,145,4,5,7,4,7,4,3,3,0,0,1,1,125,21,4,15,4,4.5,7,6.5,6.5,4,3,5,0,0,1,1,1.28494207741211,1.67902784198784
2517000,11,85,30,129,7,7,7,5.5,4,6,6,2,0,0,0,1,90,18,1,11,7,7,6.5,6.5,4,5,6,3,0,0,0,1,0.616475100723727,0.682596996204112
2518000,11,65,45,121,7,2.5,1,7,5.5,6,6,4,0,0,1,1,45,19,3,5,6.5,4.5,3,6,7,6,6,5,0,0,1,1,0.616475100723727,-0.598528376946393
2521000,10,40,45,124,7,7,7,7,7,5,4,4,0,0,1,1,90,28,3,13,4,6,6.5,6,6,5,3,2,0,0,1,1,-0.0519918759646515,0.682596996204112
2522000,10,65,50,110,7,7,6.5,7,3,5,4,5,0,0,1,1,37,22,2,5,7,7,6.5,6.5,6,5,4,5,0,0,1,1,-0.0519918759646515,-0.826283998839816
2532000,9,55,75,114,2,7,5,5,5.5,4,4,4,0,1,0,1,28,17,2,4,5.5,7,7,7,5,4,4,5,0,1,0,1,-0.72045885265303,-1.08250907346992
2546000,10,65,65,95,3,3,5.5,6.5,5.5,4,3,1,0,1,1,1,46,22,2,9,6,4.5,4.5,7,7,3,3,3,0,1,1,1,-0.0519918759646515,-0.570058924209715
2547000,11,85,50,117,1.5,4.5,7,2,3.5,3,1,3,0,0,1,1,50,17,4,14,6.5,6.5,4.5,6.5,5.5,3,1,2,0,0,1,1,0.616475100723727,-0.456181113263003
2553000,7,40,40,95,7,1.5,6.5,1.5,3,4,2,3,1,0,1,1,0,23,2,10,6,5.5,3,5.5,6.5,3,1,4,1,0,1,1,-2.05739280602979,-1.8796537500969
2562000,7,60,35,117,1.5,0.5,3,1.5,3,2,5,5,0,0,1,1,25,23,3,8,2.5,3.5,4,3,3,2,5,3,0,0,1,1,-2.05739280602979,-1.16791743167995
2565000,10,85,60,121,7,7,1.5,5,5.5,4,4,4,0,0,0,1,50,29,3,11,5.5,7,4.5,6.5,6.5,4,1,5,0,0,0,1,-0.0519918759646515,-0.456181113263003
2569000,11,55,70,117,5.5,6.5,3.5,5,7,6,5,5,0,0,0,1,37,24,2,7,4,7,6,5.5,6.5,6,5,5,0,0,0,1,0.616475100723727,-0.826283998839816
2572000,11,60,35,124,2,7,1.5,7,5.5,3,2,2,0,0,0,1,71,24,3,9,4,4.5,4,5.5,6.5,3,2,2,0,0,0,1,0.616475100723727,0.141677394207232
2578000,10,70,45,124,6.5,7,3.5,6.5,3.5,4,4,5,0,0,0,1,40,26,4,8,7,5,4,7,7,3,3,5,0,0,0,1,-0.0519918759646515,-0.740875640629782
2579000,7,35,25,114,7,6.5,7,7,5.5,4,3,2,0,0,0,1,0,20,1,4,5.5,6,4,6,4,3,2,2,0,0,0,1,-2.05739280602979,-1.8796537500969
2587000,10,55,80,131,3.5,7,7,3,6,4,3,4,0,0,1,1,0,20,1,8,3.5,7,7,6,5.5,4,3,4,0,0,1,1,-0.0519918759646515,-1.8796537500969
2588000,9,80,60,114,0.5,7,6.5,6.5,3,2,4,2,0,0,0,1,60,24,3,14,4,6.5,4,5,4,2,3,3,0,0,0,1,-0.72045885265303,-0.171486585896225
2590000,10,75,80,124,7,5,3.5,3,7,2,4,3,0,0,0,1,90,10,4,14,7,7,7,4.5,7,2,4,2,0,0,0,1,-0.0519918759646515,0.682596996204112
2592000,11,70,70,117,1.5,3,6.5,3,3,4,3,2,0,0,0,1,102,38,4,8,5,6.5,6.5,6.5,5.5,4,2,4,0,0,0,1,0.616475100723727,1.02423042904425
2595000,11,90,60,121,1.5,7,4,5,3,6,6,5,0,0,1,1,46,29,3,12,4,7,4,5,4,6,6,5,0,0,1,1,0.616475100723727,-0.570058924209715
2596000,11,85,80,135,5.5,7,7,7,7,4,3,1,0,0,0,1,46,14,4,12,5,5,7,7,6.5,4,3,2,0,0,0,1,0.616475100723727,-0.570058924209715
2607000,11,50,80,145,5.5,7,4,3.5,1,4,3,3,0,0,0,1,100,21,4,8,5,6,3.5,6.5,3.5,4,3,4,0,0,0,1,0.616475100723727,0.967291523570891
2610000,11,85,65,124,3.5,3.5,5,3,2.5,2,5,5,0,0,0,1,40,21,2,14,1,4,3.5,7,3,2,5,4,0,0,0,1,0.616475100723727,-0.740875640629782
2611000,10,65,50,129,3,7,3.5,3.5,6.5,2,1,2,0,0,0,1,60,26,4,8,5,7,7,7,4,2,1,2,0,0,0,1,-0.0519918759646515,-0.171486585896225
2615000,8,65,25,114,1,1,3,1.5,3.5,2,2,2,0,0,1,1,20,13,1,8,4.5,4,3,4,4,2,2,2,0,0,1,1,-1.38892582934141,-1.31026469536334
2616000,12,90,95,145,0.5,7,4.5,6.5,5,6,6,5,0,0,1,1,102,33,4,17,4.5,7,7,7,5,5,6,3,0,0,1,1,1.28494207741211,1.02423042904425
2619000,10,70,20,99,3.5,3,0.5,3,2.5,4,6,4,0,0,1,1,46,32,2,6,7,5,5.5,5.5,5.5,3,5,5,0,0,1,1,-0.0519918759646515,-0.570058924209715
2622000,11,90,40,114,4,3.5,5,6,3.5,3,4,5,0,0,1,1,90,20,4,14,2,6.5,4.5,6.5,4,3,6,4,0,0,1,1,0.616475100723727,0.682596996204112
2625000,9,50,35,95,5,3.5,5,5,7,5,4,4,0,0,1,1,35,17,4,5,4,6.5,4.5,6.5,4.5,5,4,3,0,0,1,1,-0.72045885265303,-0.883222904313172
2627000,8,40,45,121,3,7,7,5,3.5,2,2,3,0,0,0,1,30,18,2,2,4.5,7,6.5,6,4,2,2,2,0,0,0,1,-1.38892582934141,-1.02557016799656
2628000,10,55,65,110,3.5,3.5,3,1.5,1,4,4,4,0,0,0,1,30,21,3,6,6,6.5,4,4,5,4,4,3,0,0,0,1,-0.0519918759646515,-1.02557016799656
2629000,11,75,70,145,3.5,7,2.5,3,3,3,5,4,0,0,0,1,100,27,4,14,6,7,5.5,7,4.5,3,5,3,0,0,0,1,0.616475100723727,0.967291523570891
2635000,11,40,50,124,7,3,2,3.5,3,4,4,1,0,0,1,1,102,14,4,8,5.5,6,5.5,6,6.5,4,4,2,0,0,1,1,0.616475100723727,1.02423042904425
2636000,12,90,95,129,1.5,5.5,7,7,3.5,6,5,2,0,0,1,1,125,22,4,8,4,6.5,5,7,7,6,5,4,0,0,1,1,1.28494207741211,1.67902784198784
2641000,8,90,35,124,7,6,5,7,7,3,3,5,0,0,0,1,40,13,3,11,7,4,4,6.5,4.5,3,3,5,0,0,0,1,-1.38892582934141,-0.740875640629782
2647000,10,60,60,117,4,5.5,3,5.5,3.5,5,5,5,0,0,0,1,70,16,4,10,4,6,2.5,7,5,5,5,4,0,0,0,1,-0.0519918759646515,0.113207941470554
2665000,9,40,65,129,2.5,3.5,7,5.5,3.5,3,2,1,0,0,1,1,40,31,3,8,6.5,7,6.5,7,6.5,3,2,2,0,0,1,1,-0.72045885265303,-0.740875640629782
2669000,11,75,45,161,1.5,6.5,4.5,6.5,6.5,3,3,4,0,0,0,1,75,20,3,9,4.5,7,6.5,7,7,3,3,3,0,0,0,1,0.616475100723727,0.255555205153944
2676000,11,85,70,145,3,6.5,7,3,3,6,3,4,0,0,1,1,40,23,3,9,6,4.5,5.5,5,5.5,6,3,3,0,0,1,1,0.616475100723727,-0.740875640629782
2678000,6,50,60,161,5,1.5,4,3,1,2,2,2,0,0,1,1,15,29,3,9,4.5,4.5,4.5,4.5,4.5,2,2,3,0,0,1,1,-2.72585978271817,-1.45261195904673
