"ID","JC_English_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","TIPI_Extra_PCG_W2","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Open_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_English_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_English_Standardized","LC_English_Standardized"
1138000,11,80,90,145,3.5,6.5,4.5,6.5,2.5,4,4,5,0,0,0,1,95,15,2,7,4,6,7,6.5,6,3,3,5,0,0,0,1,0.59790895742049,1.51033551268691
1153000,9,50,15,99,3,4.5,4,3.5,5,6,3,4,0,0,1,1,0,17,3,11,5.5,4,1.5,6.5,7,6,3,5,0,0,1,1,-1.17048929405166,-1.86150754454275
1155000,10,70,55,140,2,7,6,7,3,3,5,3,0,0,1,1,91,23,3,7,3.5,6.5,4.5,7,6,3,5,5,0,0,1,1,-0.286290168315587,1.36836317343513
1159000,10,80,95,135,2,7,4.5,7,4.5,4,3,1,0,0,0,1,81,22,3,9,6.5,5,5,7,6,5,3,4,0,0,0,1,-0.286290168315587,1.0134323253057
1160000,10,80,80,121,2.5,6.5,3,1.5,6.5,4,6,3,0,0,1,1,46,20,3,11,5,6.5,5.5,5,6.5,4,6,1,0,0,1,1,-0.286290168315587,-0.228825643147338
1180000,11,55,50,107,4,3.5,3.5,6.5,3,4,3,3,0,0,0,1,91,29,2,8,3.5,6.5,7,7,6,3,3,2,0,0,0,1,0.59790895742049,1.36836317343513
1181000,11,50,55,114,4,7,3.5,7,3.5,6,5,5,0,0,0,1,37,15,4,7,4,7,7,7,6.5,6,5,5,0,0,0,1,0.59790895742049,-0.548263406463833
1188000,10,25,50,124,2.5,6.5,2.5,5,4,4,3,4,1,0,1,1,40,15,1,4,2.5,6,5.5,4.5,4,3,3,3,1,0,1,1,-0.286290168315587,-0.441784152025001
1190000,10,100,35,124,1,7,1,1.5,5.5,3,6,3,0,0,0,1,25,20,1,16,3,5,4,3,5,3,6,2,0,0,0,1,-0.286290168315587,-0.974180424219159
1196000,11,70,65,135,1,6.5,1.5,3.5,6.5,3,3,3,0,0,0,1,28,25,2,8,3.5,4,3.5,4.5,4.5,3,3,3,0,0,0,1,0.59790895742049,-0.867701169780327
1208000,10,85,55,114,3.5,3.5,6,6.5,4.5,4,3,3,0,0,0,1,85,15,2,11,7,7,5,6.5,4.5,3,3,5,0,0,0,1,-0.286290168315587,1.15540466455747
1211000,10,80,90,114,2.5,1.5,3.5,1.5,2.5,3,3,1,0,0,0,1,91,21,3,13,3.5,6,6,4.5,5.5,3,3,1,0,0,0,1,-0.286290168315587,1.36836317343513
1215000,10,85,55,97,3.5,7,1.5,7,7,3,3,2,0,0,1,1,30,22,2,7,7,7,5,7,6,3,3,5,0,0,1,1,-0.286290168315587,-0.796715000154439
1224000,7,35,15,99,7,3.5,4.5,7,1,2,2,4,0,0,1,1,15,17,1,3,6.5,7,4.5,6.5,5,3,2,3,0,0,1,1,-2.93888754552382,-1.3291112723486
1233000,7,30,20,110,7,7,6.5,7,6,3,3,4,0,0,0,1,37,13,1,2,6.5,7,6.5,7,5,3,3,5,0,0,0,1,-2.93888754552382,-0.548263406463833
1251000,10,70,70,117,4,7,7,4.5,5.5,3,3,4,0,0,1,1,45,28,2,5,5,7,5,5,5.5,3,3,4,0,0,1,1,-0.286290168315587,-0.264318727960282
1252000,9,40,25,107,1,3.5,7,4.5,6.5,3,4,4,0,0,1,1,30,30,4,10,7,7,7,7,4.5,2,3,4,0,0,1,1,-1.17048929405166,-0.796715000154439
1266000,10,50,40,110,3.5,7,7,7,0.5,6,2,5,0,0,1,1,35,33,3,12,4,7,5,7,4.5,6,2,5,0,0,1,1,-0.286290168315587,-0.61924957608972
1269000,10,75,45,103,1.5,7,5,4,6,5,3,3,0,0,0,1,35,29,4,9,6.5,7,4,6.5,4,5,3,4,0,0,0,1,-0.286290168315587,-0.61924957608972
1291000,10,65,45,110,3.5,7,4.5,5.5,2,3,2,3,0,0,1,1,95,19,4,6,4.5,7,7,7,4.5,3,2,2,0,0,1,1,-0.286290168315587,1.51033551268691
1299000,10,60,60,110,2.5,3.5,4,1.5,2,4,4,4,0,0,1,1,71,19,3,6,2.5,6,6,6,2.5,4,2,3,0,0,1,1,-0.286290168315587,0.658501477176257
1323000,10,75,75,124,7,7,5,7,5,5,5,4,1,0,1,1,30,20,4,10,6,6.5,5,4.5,4.5,5,5,4,1,0,1,1,-0.286290168315587,-0.796715000154439
1325000,10,80,35,103,1.5,7,4,7,5,3,4,3,0,0,1,1,71,20,2,10,3.5,4.5,3,6,4,2,3,5,0,0,1,1,-0.286290168315587,0.658501477176257
1335000,12,100,85,140,1,7,7,1.5,7,4,6,3,0,0,1,1,37,20,3,14,4.5,7,6.5,4.5,6.5,4,6,3,0,0,1,1,1.48210808315657,-0.548263406463833
1337000,10,85,95,140,3,2.5,5,3.5,3,5,5,4,0,1,1,1,91,17,2,11,6.5,4.5,4,6.5,5.5,5,5,5,0,1,0,1,-0.286290168315587,1.36836317343513
1350000,10,60,75,124,1.5,7,5,7,7,4,2,2,0,0,1,1,56,20,3,8,6.5,6.5,5.5,6.5,5.5,3,2,3,0,0,1,1,-0.286290168315587,0.1261052049821
1356000,10,45,40,95,6,2,1,5.5,3,3,6,4,0,0,1,1,30,31,3,12,4,5,4.5,6,6.5,3,6,2,0,0,0,1,-0.286290168315587,-0.796715000154439
1391000,8,25,20,99,2,3,4.5,3,4,5,3,4,0,0,0,1,37,26,2,4,2,6.5,4.5,6.5,4,5,5,3,0,0,0,1,-2.05468841978774,-0.548263406463833
1405000,10,70,55,95,3,5,3.5,2.5,3,4,5,4,0,0,1,1,91,24,4,13,1.5,5,7,4.5,3.5,4,5,4,0,0,1,1,-0.286290168315587,1.36836317343513
1407000,10,35,50,145,3.5,5,1,3,3,4,4,4,0,0,1,1,30,17,0,9,6.5,7,5.5,4.5,6.5,3,4,5,0,0,1,1,-0.286290168315587,-0.796715000154439
1413000,7,55,35,99,5,5.5,7,7,5,3,4,4,0,0,1,1,45,18,3,9,7,7,7,7,7,3,4,3,0,0,1,1,-2.93888754552382,-0.264318727960282
1435000,8,40,40,131,2,2,1.5,4.5,1.5,3,2,1,0,0,0,1,0,23,3,6,4,6.5,7,7,3.5,3,2,2,0,0,0,1,-2.05468841978774,-1.86150754454275
1456000,11,100,65,110,3,3,3.5,7,6.5,6,5,5,0,0,0,1,71,29,4,13,6.5,6.5,4,6,5.5,5,5,5,0,0,0,1,0.59790895742049,0.658501477176257
1457000,11,95,70,124,4.5,7,7,1,5.5,3,3,4,0,0,0,1,45,20,4,13,5,5,6,7,3,3,3,4,0,0,0,1,0.59790895742049,-0.264318727960282
1463000,11,70,95,117,3.5,5.5,1.5,1.5,1.5,5,3,4,0,0,0,1,100,27,3,7,3.5,6,5,5,5,5,3,3,0,0,0,1,0.59790895742049,1.68780093675163
1475000,10,35,70,95,1.5,7,7,7,7,3,3,2,0,0,1,1,15,13,3,9,4,5.5,5,7,6,3,3,1,0,0,1,1,-0.286290168315587,-1.3291112723486
1496000,10,50,25,114,6,3,3,3,7,3,4,4,0,0,1,1,46,26,1,8,5.5,6,5.5,6.5,4,3,4,2,0,0,1,1,-0.286290168315587,-0.228825643147338
1514000,10,60,40,124,4.5,2,3.5,5,3.5,5,4,5,0,0,0,1,37,22,3,7,6,5.5,4,5,4.5,4,4,5,0,1,0,1,-0.286290168315587,-0.548263406463833
1521000,12,95,70,129,3,3,4,3,3,6,3,5,0,1,0,1,85,33,4,15,5.5,4.5,3,6,6.5,5,3,5,0,1,0,1,1.48210808315657,1.15540466455747
1537000,11,25,55,103,5.5,7,4,7,7,2,2,1,1,0,1,1,28,27,2,5,7,7,4,6.5,5.5,2,2,1,1,0,1,1,0.59790895742049,-0.867701169780327
1540000,11,95,45,124,2,5,2,3,4.5,3,3,5,0,0,0,1,15,14,3,8,7,7,2,4,2.5,3,3,3,0,0,0,1,0.59790895742049,-1.3291112723486
1544000,11,95,50,117,1.5,4.5,4.5,5,6,5,3,5,1,0,1,1,60,26,4,16,2.5,7,7,2.5,5.5,3,5,4,1,0,1,1,0.59790895742049,0.268077544233875
1547000,12,85,60,124,1.5,7,7,1.5,4.5,5,5,5,0,0,0,1,91,26,2,14,4,7,7,7,5,5,5,5,0,0,0,1,1.48210808315657,1.36836317343513
1552000,9,65,60,124,7,7,0.5,7,7,3,3,4,0,0,1,1,60,19,3,10,7,6.5,4.5,6.5,5,3,2,4,0,0,1,1,-1.17048929405166,0.268077544233875
1557000,11,65,60,161,3,6,4,6.5,2,5,3,4,0,0,1,1,95,18,4,9,6.5,4.5,2.5,3.5,4,5,3,4,0,0,1,1,0.59790895742049,1.51033551268691
1560000,10,75,85,129,3,3.5,3,6.5,2,6,2,3,0,0,0,1,95,13,3,9,4,6,6.5,6,6,6,2,3,0,0,0,1,-0.286290168315587,1.51033551268691
1562000,11,80,55,140,3.5,7,5,5,7,6,3,4,0,0,1,1,60,22,4,12,7,6.5,4.5,7,6.5,6,3,5,0,0,1,1,0.59790895742049,0.268077544233875
1565000,10,75,60,103,1.5,3.5,5,4,2,4,3,4,0,0,0,1,95,18,4,7,7,4,6,6,6,3,3,5,0,0,0,1,-0.286290168315587,1.51033551268691
1568000,10,65,30,107,7,7,0.5,6,3.5,4,2,5,0,0,1,1,25,23,3,10,3,5,2,5,6,4,2,5,0,0,1,1,-0.286290168315587,-0.974180424219159
1581000,12,80,65,110,3.5,7,7,5,3,3,3,3,0,0,0,1,28,28,3,14,3.5,7,6,2.5,6.5,3,2,2,0,0,0,1,1.48210808315657,-0.867701169780327
1589000,10,55,40,110,4,3,4,1.5,3.5,3,6,1,0,0,0,1,70,21,2,10,4.5,6.5,6.5,7,6,3,6,3,0,0,0,1,-0.286290168315587,0.623008392363313
1602000,11,75,65,110,3.5,1,5,7,6,5,5,5,0,1,0,1,28,21,3,12,5.5,6,5,5,5.5,5,4,5,0,1,0,1,0.59790895742049,-0.867701169780327
1603000,11,90,30,124,4,6,1.5,3.5,2,5,5,5,0,1,0,1,28,26,2,16,2.5,7,2.5,6.5,5,5,5,5,0,1,0,1,0.59790895742049,-0.867701169780327
1616000,10,85,80,161,5.5,7,7,7,7,3,5,3,0,0,1,1,91,30,4,14,7,7,6.5,7,7,4,5,4,0,0,1,1,-0.286290168315587,1.36836317343513
1623000,11,95,90,129,1.5,6,7,3.5,3.5,4,5,5,0,0,0,1,100,24,4,16,3.5,6,5,6.5,4.5,4,5,5,0,0,0,1,0.59790895742049,1.68780093675163
1632000,10,55,75,121,2.5,7,5,6.5,7,5,5,4,0,0,0,1,91,15,4,6,4,7,4.5,7,7,5,5,4,0,0,0,1,-0.286290168315587,1.36836317343513
1639000,9,35,15,110,3,4.5,3,6.5,7,5,3,4,1,0,1,1,15,22,1,8,2.5,5.5,4.5,4.5,7,4,3,3,1,0,1,1,-1.17048929405166,-1.3291112723486
1644000,10,65,30,103,6,6.5,1,5.5,5.5,4,4,5,0,0,0,1,20,13,3,8,7,5,2.5,3,5.5,4,4,4,0,0,0,1,-0.286290168315587,-1.15164584828388
1657000,11,55,90,135,3,7,3.5,7,7,3,3,1,0,0,1,1,37,37,3,6,6.5,6.5,5.5,6,6.5,3,3,1,0,0,1,1,0.59790895742049,-0.548263406463833
1661000,11,90,65,124,1,7,7,1,4,6,6,5,0,1,0,1,95,23,4,13,6,5,5,6.5,2.5,5,5,5,0,1,0,1,0.59790895742049,1.51033551268691
1670000,11,65,35,121,4,1.5,5,5.5,5.5,5,3,4,0,1,1,1,91,26,2,7,7,4,5,5.5,5.5,6,2,4,0,1,1,1,0.59790895742049,1.36836317343513
1672000,10,50,45,110,2.5,4.5,2.5,5,3,3,2,4,1,0,1,1,37,22,1,7,3.5,5.5,3.5,5,5.5,3,3,2,1,0,1,1,-0.286290168315587,-0.548263406463833
1678000,10,30,25,82,6.5,0.5,3.5,1.5,3.5,5,3,1,0,0,0,1,15,18,0,8,7,2,3,3,7,4,4,3,0,0,0,1,-0.286290168315587,-1.3291112723486
1686000,11,80,80,128,1.5,3.5,7,7,1,5,3,4,0,0,1,1,81,28,3,11,6,6,6.5,7,5,5,3,4,0,0,1,1,0.59790895742049,1.0134323253057
1689000,9,45,65,114,1,3.5,3.5,2,5.5,3,3,2,0,0,0,1,20,14,1,5,5.5,4.5,3.5,5,5,3,3,3,1,0,0,1,-1.17048929405166,-1.15164584828388
1706000,11,70,35,124,7,7,4.5,2,5.5,3,6,5,1,0,1,1,28,31,4,10,3.5,7,4.5,5,5.5,3,6,2,1,0,1,1,0.59790895742049,-0.867701169780327
1716000,11,50,50,131,7,7,4,3.5,7,4,4,5,0,0,0,1,95,17,4,7,6,4,7,4,6,3,4,4,0,0,0,1,0.59790895742049,1.51033551268691
1720000,10,80,60,140,5,7,7,3.5,6,3,4,3,0,0,1,1,70,28,3,8,4,6.5,4,7,4.5,3,3,5,0,0,1,1,-0.286290168315587,0.623008392363313
1733000,11,70,65,129,5,7,5,7,5.5,2,3,3,1,0,1,1,0,28,4,9,6,7,4.5,4,6.5,2,3,3,1,0,1,1,0.59790895742049,-1.86150754454275
1737000,10,90,100,145,3,3,7,7,1.5,6,5,5,0,0,1,1,46,21,3,12,6.5,6,6.5,6.5,6,6,5,5,0,0,1,1,-0.286290168315587,-0.228825643147338
1744000,12,90,90,121,7,5,7,7,7,3,3,4,1,0,1,1,91,25,3,11,6,5.5,4.5,6,7,3,3,3,1,0,1,1,1.48210808315657,1.36836317343513
1750000,11,80,70,140,1.5,5,7,1.5,3.5,6,6,5,0,0,1,1,81,29,2,9,7,7,7,7,6.5,6,6,5,0,0,1,1,0.59790895742049,1.0134323253057
1766000,11,60,55,135,1.5,3.5,3.5,3.5,7,3,2,1,0,0,1,1,75,24,1,14,3.5,4,7,5.5,7,3,2,2,0,0,1,1,0.59790895742049,0.800473816428032
1774000,11,80,90,99,3.5,1,4.5,1.5,1,3,3,1,0,0,0,1,30,25,2,8,7,5,4,4,5,3,3,2,0,0,0,1,0.59790895742049,-0.796715000154439
1780000,10,55,20,107,3.5,5,4,3,4.5,3,2,1,0,0,0,1,20,16,2,4,3.5,4.5,6,6,4.5,3,2,2,0,0,0,1,-0.286290168315587,-1.15164584828388
1785000,10,50,25,103,7,7,4,5.5,3.5,2,3,3,0,0,0,1,20,16,2,10,4,7,4.5,7,7,2,3,3,0,0,0,1,-0.286290168315587,-1.15164584828388
1786000,10,80,65,154,2.5,7,2,7,7,6,5,4,0,1,1,1,50,23,4,11,5,6.5,7,6.5,6.5,5,5,3,0,0,1,1,-0.286290168315587,-0.0868533038955631
1790000,12,65,65,117,0.5,7,5,4.5,7,4,4,5,0,0,0,1,81,20,3,9,3.5,7,4.5,5,6.5,3,4,5,0,0,0,1,1.48210808315657,1.0134323253057
1791000,9,35,85,103,2,5.5,5,4,5,3,3,1,0,0,1,1,28,19,3,8,3,5,5,4,4,3,3,1,0,0,1,1,-1.17048929405166,-0.867701169780327
1805000,12,85,75,117,1.5,1.5,3,3,2.5,5,6,4,0,0,1,1,81,25,4,13,6.5,6.5,6.5,7,6,4,6,3,0,0,1,1,1.48210808315657,1.0134323253057
1806000,9,20,65,107,3.5,7,4.5,4.5,5.5,4,2,3,0,0,1,1,60,17,3,4,4,7,7,7,4,4,2,3,0,0,1,1,-1.17048929405166,0.268077544233875
1811000,9,85,85,135,1.5,3.5,6.5,7,6.5,5,3,5,0,0,1,1,100,23,4,12,4,6.5,7,7,3.5,5,3,3,0,0,0,1,-1.17048929405166,1.68780093675163
1816000,9,70,75,114,4,2.5,2.5,1.5,4.5,4,4,1,0,0,1,1,20,19,3,7,4.5,3.5,3.5,4,4,3,4,4,0,0,1,1,-1.17048929405166,-1.15164584828388
1836000,10,80,60,121,6.5,5,1.5,6.5,6.5,2,2,1,0,0,1,1,46,29,4,10,6.5,5,4,7,6.5,2,2,1,0,0,1,1,-0.286290168315587,-0.228825643147338
1846000,11,95,85,129,1,6,7,7,7,4,6,4,0,0,0,1,95,21,4,14,2.5,5.5,6,6.5,3.5,4,6,1,0,0,0,1,0.59790895742049,1.51033551268691
1850000,10,45,60,117,2,2,1.5,3,1,6,3,4,0,0,0,1,28,23,2,5,4.5,3.5,2,3.5,3.5,6,3,5,0,0,0,1,-0.286290168315587,-0.867701169780327
1853000,9,40,85,131,4.5,5.5,4,4,3,3,3,2,0,0,1,1,71,18,2,4,5,6.5,3,4,3.5,3,3,5,0,0,1,1,-1.17048929405166,0.658501477176257
1861000,11,85,80,117,6.5,7,7,7,1,4,6,3,0,0,0,1,95,19,4,12,4,7,4.5,7,6.5,4,6,4,0,0,0,1,0.59790895742049,1.51033551268691
1869000,10,65,70,140,7,7,6.5,7,6.5,5,5,5,0,0,0,1,85,22,3,7,7,4,4,5.5,6.5,5,5,5,0,0,0,1,-0.286290168315587,1.15540466455747
1884000,10,70,75,107,7,1,3.5,5.5,2.5,3,3,3,0,0,0,1,28,20,2,5,6.5,4,3,6.5,5.5,3,3,4,0,0,0,1,-0.286290168315587,-0.867701169780327
1888000,12,95,70,99,3,3,3,3.5,3,6,5,5,0,1,0,1,91,14,3,14,6.5,6.5,6.5,6.5,5.5,5,5,5,0,1,0,1,1.48210808315657,1.36836317343513
1893000,11,55,0,154,7,5.5,3,5,7,5,3,5,0,1,0,1,100,22,4,14,7,7,4,6,6.5,4,3,5,0,1,0,1,0.59790895742049,1.68780093675163
1894000,11,100,60,110,4.5,3,3.5,3,3,3,6,4,0,0,1,1,20,12,3,13,5,5.5,3,6.5,6.5,3,5,3,0,0,1,1,0.59790895742049,-1.15164584828388
1897000,7,50,40,99,3,6.5,4.5,1.5,6.5,3,4,2,0,0,1,1,45,23,2,9,2.5,6.5,5,6.5,5,3,3,1,0,0,1,1,-2.93888754552382,-0.264318727960282
1903000,11,80,50,114,7,3.5,2.5,7,3.5,3,6,5,0,0,0,1,30,18,3,11,6.5,7,3.5,6.5,6.5,3,6,5,0,0,0,1,0.59790895742049,-0.796715000154439
1909000,11,80,65,95,1,5,4,7,4.5,3,3,5,0,0,0,1,50,20,2,10,2.5,6.5,4,7,6,3,3,4,0,0,0,1,0.59790895742049,-0.0868533038955631
1912000,11,100,85,121,6,3.5,5.5,6,3.5,4,4,4,0,0,0,1,70,28,4,15,4.5,4,3.5,3,5.5,4,4,4,0,0,0,1,0.59790895742049,0.623008392363313
1925000,11,95,90,121,1.5,3.5,1.5,6,2.5,6,6,5,0,0,1,1,91,26,4,13,3.5,6,4,6,4.5,6,6,4,0,0,1,1,0.59790895742049,1.36836317343513
1926000,11,90,90,131,3,7,3.5,1.5,5,3,3,5,0,0,1,1,95,14,4,13,3,6.5,3,4,4,3,2,4,0,0,1,1,0.59790895742049,1.51033551268691
1929000,10,70,55,121,5.5,6,1.5,7,6.5,3,4,5,0,0,1,1,81,29,3,7,5.5,4,4,6,6,3,5,3,0,0,1,1,-0.286290168315587,1.0134323253057
1939000,11,65,70,121,1,4,4.5,5,4.5,3,3,5,0,0,1,1,80,22,3,12,1.5,6.5,6,5.5,4.5,3,3,4,0,0,1,1,0.59790895742049,0.977939240492751
1940000,11,70,40,121,1.5,3,2.5,7,6.5,5,5,4,0,0,1,1,95,16,2,10,6,5.5,5,4,5.5,5,5,5,0,0,1,1,0.59790895742049,1.51033551268691
1960000,10,70,75,110,3,5.5,1,3.5,3.5,6,3,5,0,0,1,1,40,30,3,6,6,5.5,3.5,5,4,6,3,4,0,0,1,1,-0.286290168315587,-0.441784152025001
1988000,11,80,75,124,0.5,7,1.5,5.5,3.5,4,6,5,0,0,0,1,37,26,2,12,3.5,5,4.5,6,4,4,6,5,0,0,0,1,0.59790895742049,-0.548263406463833
1991000,9,65,15,114,3,7,3.5,4.5,7,4,4,3,0,0,0,1,46,28,1,10,4.5,7,4.5,7,4.5,4,4,4,0,0,0,1,-1.17048929405166,-0.228825643147338
2004000,10,85,25,103,5.5,3.5,7,5,6,4,2,4,0,0,1,1,45,24,3,11,7,7,6.5,7,6.5,4,2,4,0,0,1,1,-0.286290168315587,-0.264318727960282
2022000,10,60,45,117,3.5,1.5,7,3,5,3,4,1,1,0,1,1,25,29,3,7,4.5,5.5,7,5.5,5.5,3,4,1,1,0,1,1,-0.286290168315587,-0.974180424219159
2024000,11,90,45,107,7,5,2.5,2,7,5,6,1,0,0,1,1,35,22,2,10,4,4.5,4.5,5.5,5.5,5,6,1,0,0,1,1,0.59790895742049,-0.61924957608972
2028000,10,80,50,154,3,7,4.5,1,3,4,2,5,0,0,1,1,28,21,4,8,4.5,7,6,5,6.5,4,2,4,0,0,1,1,-0.286290168315587,-0.867701169780327
2029000,11,60,55,129,1.5,7,5,6,6,4,5,5,0,0,0,1,37,26,3,8,7,4.5,3.5,7,6,4,5,5,0,0,0,1,0.59790895742049,-0.548263406463833
2030000,10,50,40,114,3.5,4.5,3.5,7,4.5,4,3,1,0,0,1,1,25,31,2,7,6,5,6.5,5.5,5.5,4,2,2,0,0,1,1,-0.286290168315587,-0.974180424219159
2032000,10,80,35,107,5.5,4,6,3,4,6,6,3,0,0,0,1,37,25,1,7,2,6.5,6.5,5,3,6,6,4,0,0,0,1,-0.286290168315587,-0.548263406463833
2041000,9,45,40,99,5.5,1.5,3.5,5.5,7,3,3,3,0,0,0,1,15,24,2,6,5,4,6.5,1.5,3.5,3,3,4,0,0,0,1,-1.17048929405166,-1.3291112723486
2043000,10,90,65,124,6.5,4,3.5,2.5,3,4,5,4,0,0,0,1,20,37,3,10,6,5.5,5,6,5.5,4,6,3,0,0,0,1,-0.286290168315587,-1.15164584828388
2045000,10,60,70,135,3.5,3.5,6,7,6.5,5,4,5,0,0,0,1,40,23,1,10,3.5,6.5,5.5,5.5,6.5,5,4,3,0,0,0,1,-0.286290168315587,-0.441784152025001
2048000,11,60,80,140,7,7,5.5,1.5,1,4,4,2,0,0,0,1,91,22,4,8,5,6.5,6,6.5,6.5,4,3,3,0,0,0,1,0.59790895742049,1.36836317343513
2051000,11,70,65,114,1,7,1.5,7,3.5,6,4,4,0,0,1,1,91,28,3,10,6,5.5,6,5.5,5.5,6,4,5,0,0,1,1,0.59790895742049,1.36836317343513
2052000,10,75,80,145,7,7,4,5,5,5,3,3,0,1,1,1,100,22,2,6,6.5,6.5,4,4.5,5.5,5,3,2,0,1,1,1,-0.286290168315587,1.68780093675163
2053000,10,80,60,124,1.5,7,7,7,7,6,5,5,0,1,1,1,90,19,2,6,4.5,7,7,4.5,7,5,5,5,0,1,1,1,-0.286290168315587,1.33287008862219
2060000,9,60,45,140,3,7,4.5,1,3,3,6,5,0,0,1,1,91,16,3,8,6.5,7,7,7,7,3,6,5,0,0,1,1,-1.17048929405166,1.36836317343513
2068000,10,85,75,117,3.5,3.5,3,3.5,5.5,3,3,4,0,0,1,1,46,34,3,6,6,7,4,6.5,4,3,3,3,0,0,1,1,-0.286290168315587,-0.228825643147338
2072000,11,90,65,129,7,6.5,1.5,3.5,6.5,3,6,3,0,0,1,1,90,24,4,13,6,5,4,5.5,5,3,6,4,0,0,1,1,0.59790895742049,1.33287008862219
2074000,8,95,60,129,4,5,2.5,3.5,3,5,5,5,0,0,1,1,90,25,4,16,4.5,5,4,6.5,6,5,5,5,0,0,1,1,-2.05468841978774,1.33287008862219
2075000,10,65,75,124,5.5,7,6.5,3.5,4.5,5,5,1,0,0,1,1,95,31,3,9,4.5,4,5.5,4,5.5,5,5,1,0,0,1,1,-0.286290168315587,1.51033551268691
2079000,11,80,70,107,1,3.5,0.5,7,5.5,3,3,4,0,0,1,1,50,29,4,14,2,5.5,4.5,6,3.5,5,3,5,0,0,1,1,0.59790895742049,-0.0868533038955631
2081000,10,70,60,117,2.5,3.5,2,3.5,4,3,5,1,0,0,1,1,15,27,3,8,5,5,3.5,6.5,5,3,5,1,0,0,1,1,-0.286290168315587,-1.3291112723486
2082000,10,75,40,135,2.5,6,4,3,4.5,5,5,4,0,0,1,1,20,27,2,11,4.5,5.5,4,4.5,6,5,5,4,0,0,1,1,-0.286290168315587,-1.15164584828388
2089000,9,90,90,124,3.5,6,3,3,2,2,3,4,0,0,1,1,50,16,4,16,4,6.5,4.5,6,4,2,3,5,0,0,1,1,-1.17048929405166,-0.0868533038955631
2092000,11,90,65,99,4,3.5,7,5,4,2,2,1,0,0,0,1,28,27,3,12,3,6,7,6,6,2,2,1,0,0,0,1,0.59790895742049,-0.867701169780327
2093000,9,85,65,117,3.5,3.5,1.5,2,4,3,2,4,0,0,0,1,40,18,4,10,4.5,5.5,4,3.5,6,3,2,3,0,0,1,1,-1.17048929405166,-0.441784152025001
2104000,11,95,50,99,1,6.5,1.5,1.5,3,4,3,4,0,1,0,1,25,37,0,14,4,7,4.5,4,6.5,4,6,5,0,1,1,1,0.59790895742049,-0.974180424219159
2107000,11,55,55,124,3.5,6.5,1.5,4,1.5,5,5,5,0,1,0,1,37,33,1,7,7,6.5,7,6.5,7,4,5,5,0,1,0,1,0.59790895742049,-0.548263406463833
2109000,10,95,55,103,2.5,3.5,6.5,4.5,2,6,6,5,0,1,0,1,46,20,2,12,3.5,1.5,5,3,5,6,5,2,0,1,0,1,-0.286290168315587,-0.228825643147338
2110000,11,85,50,140,3.5,3.5,4,3,2.5,5,5,4,0,0,0,1,100,24,3,12,7,7,5,7,7,5,5,5,0,0,0,1,0.59790895742049,1.68780093675163
2116000,11,80,90,114,4,7,7,5,5.5,5,4,5,0,1,0,1,90,24,2,9,3.5,7,7,6.5,6,5,4,5,0,1,0,1,0.59790895742049,1.33287008862219
2125000,12,70,85,107,1.5,7,5.5,7,5.5,5,3,4,0,0,0,1,25,32,1,7,2.5,5.5,3,4,5,5,3,2,0,0,0,1,1.48210808315657,-0.974180424219159
2127000,11,85,60,124,3,2,1.5,3,3,6,6,5,0,1,0,1,91,19,3,10,5,4,2.5,5,6,6,5,4,0,1,0,1,0.59790895742049,1.36836317343513
2129000,10,55,55,110,1,3.5,2.5,1,2.5,6,6,5,0,0,0,1,28,21,1,10,5.5,6.5,4.5,4,5.5,5,3,3,0,0,0,1,-0.286290168315587,-0.867701169780327
2130000,10,80,85,135,4,2.5,2,4,3.5,3,4,3,0,0,0,1,91,33,4,14,2.5,4,5.5,5,2.5,3,6,4,0,0,0,1,-0.286290168315587,1.36836317343513
2137000,11,65,45,124,1.5,3,3,3,2,5,5,5,0,0,0,1,45,29,3,9,3,6.5,5,5.5,4.5,5,4,5,0,0,0,1,0.59790895742049,-0.264318727960282
2142000,9,75,55,114,7,6.5,5.5,7,7,3,4,2,0,0,0,1,28,21,3,9,7,5.5,6.5,6.5,7,3,5,2,0,0,0,1,-1.17048929405166,-0.867701169780327
2155000,11,60,65,117,5.5,5.5,7,3.5,3,5,6,3,0,0,0,1,81,31,4,13,5,6.5,6.5,5.5,3.5,5,6,4,0,0,0,1,0.59790895742049,1.0134323253057
2169000,9,45,45,110,2.5,4,4.5,5.5,1,5,3,4,0,0,1,1,40,22,4,6,3,6,3.5,4,3.5,5,3,4,0,0,1,1,-1.17048929405166,-0.441784152025001
2175000,9,25,50,107,5.5,5.5,3.5,5,7,6,6,4,0,0,1,1,80,29,4,6,5.5,6,5.5,4.5,6,6,5,3,0,0,1,1,-1.17048929405166,0.977939240492751
